real_tweet,new_label
ini dia nge prank gw dong ,1
 kalian emosi gak sih janjian sma kawan otw ke kampus jam set    dia bilang udh di mushola pas gw ke mushola dia gk ada malah ceklis    masalahnya dia udh kebiasaan gini klo otw dri kosan nunggu gw udh di kampus dulu  kan gw nunggunya lama lagi dong  dan enosinya kali  cont ,0
 sianggg guys  ada yang mau bantu untuk like  tonton  komen  dan subscribe akun youtube untuk tugas uasku gak yah di youtube  klo ada yg bersedia boleh rep yahh  nnti aku dm linknya  amp  barter juga boleh bgt  ,2
 mau ngasih info dek dari hrd tempat kerjaku  ,1
 memanfaatkan fasilitas kampus karena   tahun online dan baru semester ini offline huhuhu  ,0
 guys mau tanya kalo kalian lagi males paraphrase  kalian suka pake apk apa  terus kalo misalnya cek turnitin bakalan kena ga  tia   ,0
 setelah melalui   minggu ini dengan stress belajar akhirnya uasku kelaarrrrrrr,1
 mana yg lebih susah dan mager  tulis latar belakang atau studi pustaka ,1
 sender perdana nyobain lift kampus wkwkw  ceritain dong yg punya pengalaman unik pas naik lift kampus   ,1
 bisa ga ya kira  pengambilan data sampe semhas dalam waktu sebulan  hopeless bgt belom sempet uji etik tpi pendaftarannya udh tutup  baru buka lgi januari sedangkan kalo mau wisuda maret  harus semhas di pertengahan februari  mana ortu udh ngedesak mulu,0
 prosesor ryzen   sama intel core i  bagusan mana ya  sender bingung bgt mau beli laptop   ,1
 kalian ada ga yang print tugas  bukan makalah  pakai kertas f   gapapakah ,1
 siang semuanya  maaf  mungkin ada yg bisa ngejawab pertanyaan aku di bawah ini  hehe makasih banyak sebelumnya  ,0
 kalau semisal dpa kita udah pensiun  terus nanti ganti dpa atau dpa nya ttp sama ya  ,1
 ada yg tau link buat cari jurnal internasional ga ,0
 needd   responden lagiii syaratnya cuma mhswa i aktif  yang mauu boleeh rep aja yaa nnti ku dm  terimaa kasiii atas bantuannyaa     ,1
 kalian ada yg magang di semester   ga  kalo ikut msib bisa di konversi gaa  pada magang dimana ajaa  huhu aku bingung bgt nyari tempat magang,0
ke penguji   atau gimana  makasi banget yang bantu jawab,0
 jadikan mingdep aku mau sempro  nah draft proposalku sudah kukirim ke penguji   dan penguji    nah kemaren  dari penguji   itu udah ngasih file revisiannya  nah mau tanya  kira kira aku harus ngirim revisiannya itu sebelum atau sesudah sempro ya  terus ngirimnya cuma  cont ,0
 kalo gagal di mk pilihan itu bakal berpengaruh besar gak ,0
sist  informasinya  thank you guys ,1
 yang anak administrasi publik negara aku mau nanya dong  kalo judul  optimalisasi sistem informasi pasar di dinas pedagangan  itu masih masuk ranah adm publik kan ya  kalo kaya gitu berarti konsep yg dibahas buat dikaitin ke permasalahan nya konsep optimalisasi atau  cont ,1
 kalian tim udah uas apa masih blm uas  sender masih blm uas   ,0
 kalian risih gk kalau temen kalian tanya materi atau tugas yg dia gk pahami  aku sering banget tanya temenku kalau bingung dan tadi pas aku tanya dia jawab  gitu aja gak tau  aku langsung jadi sungkan tanya lagi      ini gimana sih paham materi dengan cepat ,0
 jadi kann dosen pengujiku udah   minggu gada waktu luang sama sekali buat sempro  aku niatnya mau cerita ke dosbing terkait hal ini  tapi takutnya aku ga sabaran karena dosen emang sibuk  menurut kalian   minggu udah cukup lama ga si ,0
nangis   minta doanya yaa warga colle  lt   may god help us in everything we do,1
 alhamdulillah setelah    tahun aku beraniin diri buat nyoba ke psikolog   d walaupun masih minta ditemenin temen huhu  kali ini bener  mengganggu karena tugas tugas ujian akhir smstrku sebagai anak dkv ga bisa kesentuh  gimana kesentuh  bangun pagi aja bisa langsung  cont   ,0
  bantu kami uas    temen  semester   yang bersedia bantu nanti aku rep buat link nya yaa  terima kasih     ,2
 guys ada yang anak finance ga yah  mau nanya tentang shareprice volatility please reply yang ngerti    ,1
 mamaku nangis nanya kenapa aku ga lulus lulus  boleh minta doanya supaya sender lancar lulus      ini   ,0
 alloo kakakk   disini ada yg kuliah di solo terutama daerah uns trs mau preloved kipass ga yaa  thankyouu ,1
 help ada yang tau ga ini tulisannya apa   ,0
 saran variabel islam yang mempengaruhi customer engagement ttg pemasaran dong gais  pusing bngt udh nyari ga nemu nemu  terima kasih   ,1
nolak  cuman kadang gue kesel sendiri rasanya hahaha  kalo kalian gimana  ,0
 gue punya dan bisa bawa motor  temen  kuliah gue ada yg ga punya motor dan gabisa bawa motor  trs tiap main gue selalu yg bawa motor  padahal kadang gue capek  paling ga gantian lah kalo berangkat gue yg bawa tar pulang gue dibonceng gt   ya iya sih kalo capek tinggal  cont ,0
 boleh tolong semangatin aku nggak  aku gamau nyerah dulu tp lg capek aja    ,0
 mau tanya ka  disini ada ga dapat kipk pas semester    itu beneran bisa ga sih pas nyobanya udh di semester    aku niatnya mau nyoba nanti kalau bisa  ,0
 haii semuanyaaa  adakah yang bersedia untuk mengisi gform tugas kuliahku mengenai potensi khalayak  aku masih butuh kurang lebih    responden lagii  kalo bersedia  reply aja yaa nanti aku dm  terima kasih ,2
 guys pembimbing   minta validasi instrument sblum proposal  tapi pembimbing   blg ga usah  aku ikut yg mana ya  takut keduanya tersinggung  ,0
 tampilan baru ms word nih guys  menurut kalian bagusan yg baru lama   ,0
 hari ini kuliahnya ngpain aja kakkk,1
 guys mau nanya dong yg anak desain disini klo bikin mockups pake aplikasi web apaa ya yg gampang dipakenyaa  makasii  ,0
 rencana kalian selama libur semesteran ini ngapainn  aku hari ini baru selesai uas aja udh gabut bangettt,0
ngerjain    laprak itu capek bangeeetttt  tolong semangatin sender   ,1
 skripsi ada minimal halamannya kah    setiap univ ketentuannya juga beda kah   aku semester   tapi belum dispill teknis nyusun skripsi  ,0
 anak ump boleh minta tolong downloadin file gaa  ,2
 kalian ya ngga ikut ukm organisasi di kampus kegiatannya ngapain aja ,0
kejadian dimasa lalu itu dapat menjadi pemberat  pertimbangan dalam penjatuhan putusan    makasih banyak ya sebelumnya bagi yang sudah jawa,1
 mau tanya dong ke anak fh  lagi bingung bgt jujur    misal disuatu kasus si terdakwa ini beberapa tahun lalu pernah melakukan kdrt  tidak dilaporkan  tetapi ada saksi ketika mediasi keluarga   nah kemudian kditu terjadi lagi setahun kemudian  dilaporkan   apakah  cont ,1
 helpp harus diapain ini lepi     ,1
 kkn tu selama libur smt kak   ,0
 hai guys ada yang anak keuangan  mau nanya tentang shareprice volatility dongg plss yang paham  ,1
 tugas review boleh pake f  ,0
 kalian yang ikut kkn periode    sebagai pengganti ga ikut kkn periode    diisi kegiatan apa ,0
 sharing sharing yukk  berbagi pengalaman agar bermanfaat  amp  tdk menyesal di kemudian hari     ,1
 guys kalian ada ga pas semester   ipk nya dibawah    sender maba tkut bggggt kalo ipk nya jelek dr yg lain soalnya aku bodoh  ,0
 bikin makalah kalau ga ada ketentuannya boleh pake f  ga sih  atau harus a  ,0
 bantu kasih sender hiburan motivasi masukan  lagi down  apapun itu akan kubaca    terima kasihhh banyak  ,2
 sender butuh saran buat himpunan sender yang baru kebentuk    tia  ,2
 guys ada yang pernah ngundurin diri kkn  sender mau ngundurin diri kkn krn ketrima kerja kontrak untuk bayar ukt  ini biangnya ke dpl ya  udh chat dosen pa tapi dianggurin ,1
 di dunia kerja   pk berpengaruh besar ga si ,1
 haloo  adakah di sini yg punya akun digilib unila dan bisa kumintai tolong buat download bab   ini  terima kasih    ,2
 jangan lupa save tugas atau proposalnya ya ges ya  jgn lupa backup juga ke drivee,1
 slmat hari rabu slmt uas     ,1
 teman kalian disini ada yg udh dapet pekerjaan sebelum lulus ngga  kalo ada share tipsnya dongg  tia,0
 kalo tinta printer masih penuh tapi hasilnya rusak atau ga bagus itu kenapa ya  aku printer  ps n  makasih,1
 ada yg pernah magang di gramedia gak    kalo ada boleh spill dong kerjanya ngapain aja  tia ,0
 doain sender  hari ini sender mau presentasi laporan msib ke mentor  ,0
 aku udah jelasin dgn bahasa yg mudah dipahami  satu  aku jelasiiin  aku pap juga salahnya dimana  benernya kek apa  dia malah jawab  gak paham  intinya aja gimana   kekk wrrrr sabar sabar tahann kuasaii,1
 buat temen  yg lagi gabut  bantu isi kuesioner aku yuk  ada hadiah    k nya lohh  terimakasii  ,2
 sejujurnya ga pengen jadi beban ortu terus tp udah terlanjur nyaman ama kehidupan ini  alias w gasiap cari kerja  kena tekanan dari atasan  dan seabrek drama pasca perkuliahan ini hwwaa,1
 sender mau charger laptop  padahal dah dimasukkin tapi kenapa gak ke isi terus ya   ada yang tau kenapa     ,0
 gais mau tanya  boleh gak sih buat proposal skripsi dengan teori dan uji yang sama kaya orang lain terus judulnya mirip cuma dibedain tempat objeknya di judul penelitiannya   terimakasih  ,0
 semua stres skripsi sampe melihara tanaman  daun bawang   melihara ikan    sender yg anak kpopers  tiap hari sampe lihatin pc berasa jimat    adakah yg sama kayak sender   ,1
    ada yang tau gak guys  ngedit video animasi animasi gini tuh di mana sih  makasihh  ,0
kalau mau argumen sm dosen  kira kira ngomongnya gimana yaa    ,0
 hai guys  aku butuh    responden untuk penelitianku mengenai persepsi pada jerawat  dengan kriteria     remaja sma    berusia       tahun mohon bantuannya ya teman teman  nanti aku dm linknya    terima kasih  ,2
 aku ketiduran pas ngerjain skripsi dan aku mimpi cinlok ma temen kkn  tapi teme kkn nya bentukannya kaya gini    kan ga ada ya huhuhu  ,0
 haiiii jangan lupa to thank to yourself di kata pengantar skripsi ya guys  karna kalian udah hebat dan pantas untuk diapresiasi   ,1
 kalo batre laptop bocor masih bisa dibenerin gak sih  apa harus ganti baru ,0
 guys  apakah kalian ada info kosan cewe deket ugm yg udah ada ac budget max    jt  kalo ada rep  dong  nanti aku dm  ,0
 dosen tuh tau ga si kalau mahasiswa gasuka kerja kelompok  bukannya mempermudah pembelajaran  malah jadi beban karena harus kerja sama orang yang aneh  aku udah cukup stres dibombardir tugas kelompokkan ,0
 haloo adakah yg bersedia utk isi kuesionerku  kriteria sesuai dgn yg ada di foto  aku butuh    responden lagi  nanti linknya aku taro di rep kirim dm  makasih yaa  ,2
 tolong ada yg tau ga ini kenapa ya gini mulu dari tadi  tia   ,0
 gak ada semangat ngerjain skripsi  karena gak ngerti materi  aneh banget ya  padahal aku sendiri yang ngajuin judulnya  ,0
 kira  idealnya ngerjain tinpus duh brp lama ya  biar kekejer ngerjain bagian metodenya yg pasti lebih lama,1
 selamat siang  adakah kakak kakak fresh graduate dan belum mendapatkan pekerjaan yang bersedia untuk diwawancara untuk tugas kuliah  terima kasih sebelumnya  ,2
 ada anak unimed tidaaakk    mau minta tolong download file digilib ,1
 buat temen  yg lagi gabut  bantu isi kuesioner aku yuk  ada hadiah    k nya lohh  terimakasii  ,2
 lika liku kehidupan mahasiswa taun sekian yang tinggal di kosan  betul apa betul     ,1
 kalian kalau mau sempro atau sidang   bikin status ngkk sihh   mencoba ngasih tau ketemen nya gitu   tapi takut banget heheh malu gitu   apa mending pas sidang aja ya huftt,0
 maaf izin repost  aku butuh doa kalian semua     mohon doanya ya  semoga kalian diberi kesehatan dan kebahagiaan selalu oleh allah swt      ,1
      jahat banget  aku capek        ,0
 besok uas biostatistik tapi masih binggung cara ngafalinnya gimana yaa     tolong tips trik,1
 gimana yang semester   dan blm kekejar sidang     apakah kalian masih waras  aku udh pasrah nambah semester lagi  ,0
 guys aku boleh minta tolong buat bantu isi kuesioner aku ga ya  udh mepet dl tpi masih kurang cukup banyak responden    atau mau barter juga boleh  linkk nya aku simpen di bawah yaa  makasih banyakk    ,2
 kalo mau apply intern lebih dari satu posisi propernya email sekali langsung   atau  x kirim email ya ,1
 mau tanya dong buat nentuin mean hipotetik tuh gimana ya  misal skala item nya      itu mean hipotetik nya   atau     ,1
 buat kakak kakak yang pernah magang di mbkm atau apapun itu  nanti selama magang ada disuruh apa aja ya ,0
 guys katanya kalo banyak yg doain  bisa cepet terkabul  doain sender semoga bimbingan sama dosbing siang ini lancar  jujur  degdegan ,0
tolong kasih aku kalimat yg bikin aku ngurangin sifat perfeksionis dan idealis dalam mengerjakan skripsi dong  udah lelah banget dengan sifat perfeksionis dan idealisku ini  makasi      ,1
ada yang mau bantu isi kuisioner  masih kurang    reponden  rep aja nanti aku dm buat l nknya ,2
 ada yg langganan c ursehero kah  aku mau minta tolong  sblmnya terima kasih ,2
 mixed feeling bgt akhirnya bisa ditahap ngumpulin skripsi kaya gini   terima kasih banyak colle udh menemani masa kuliahnya kurang lebih   thn belakangan  ,0
 kalian klo bimbingan dibatesin waktunya ga  kaya         menitan gitu ,0
 hai boleh minta tolong bantuannya untuk mengisi kuesioner tugas kelompok aku  masih butuh banyak sekali responden      untuk kriterianya       berjenis kelamin laki laki maupun perempuan    berusia       tahun    mahasiswa aktif  nanti link aku dm   ,2
sedih banget rasanya  takut ngulang  sender sempet cerita sama orang tua  beliau menanggapi jangan terlalu dipikirin soalnya juga sender lagi sakit      ,0
 ada yg punya aoac      pdf gaa  butuh bgt pls    thank you ,2
 sender galau  dpt beasiswa utk lanjut kuliah tp baca  ktnya susah ya buat dpt kerja kalo s  tanpa pengalaman ,0
 hy anak kosan  tips idup cukup segini buat seminggu  aku ada rice cooker  ,1
 saran rekomendasi studi independen bidang data science dongg mumpung besok sudah pendaftaran   tia,1
 gais kalo mau penelitian di cafe gitu ngomong sama karyawanya gimana ya  aku bingung huhu bantuin yaa,0
 mohon doanya semoga dosen pembimbing baik ke kami semua  dan menerima judul rencana penelitian kami     ,0
 daftar mbkm di luar jawa  makassar  yay nay ,1
 sebutin plus minus ikut msib dong guys ,1
 kalo judul proposal  meningkatkan kemampuan listening siswa menggunakan strategi x  itu metode penelitiannya apa ya enaknya  aku bingung banget jujur  kukira action research tp dosenku bilang ar tuh pake anisis kualitatif    enlighten me pls,0
 tutorial how to start your thesis,1
 sender tiap mau bimbingan ada aja halangan pas ada waktu eh malah jatuh sakit    kerja yg sender maksud itu harus bantu kerja ortu di pasar ampe malem  takut banget pas dosen bilang gini  btw kalimatku sekiranya salah gak ya  sender baru bimbingan sekali sih minggu sblmnya  ,0
 uji asumsi klasik di analisis regresi logistik itu multikolonieritas aja kan  atau yg   semua itu  terimakasih yg mau jawab  ,1
dsb   jadi bimbang gara  pas sampe dosbing   dikomen penelitianku aneh  ,1
kesulitan siswa ada di aspek apa gitu  nah yg aku masih bertanya tanya apa bisa ya mix method tapi analisis data kuantitatifnya cuma pake hitungan statistik yg simpel  jd cuma kuantitatif deskriptif gitu  soalnya emang bukan yg menghitung korelasi  pengaruh  efektivitas  cont ,1
 hi semua  mau tanyaa dong  dosbingku menyarankan pake mixed method di penelitianku  pakenya desain explanatory sequential krn ngumpulin data kuanti dulu dari hasil tes ke siswa  abis itu baru analisis data kuali lewat dokumentasi dari hasil tes tsb dianalisis  cont ,1
 cek turnitin tuh persennya yg dilihat tuh yang warna merah doang apa semua persenan yg item item juga ya ,0
link pendaftarannya yaa,2
 hallo sobat colle ada yang nyari webinar nasional yang ada e sertifikat   doorprize terus free htm    kami ngadain nih temanya  build your mindset to be better person without dunning kruger effect  di tanggal    hari sabtu bulan ini  so let s join us   nanti aku dm  cont ,1
temen  sender di kampus pelit mau bagi ilmu pdhl sender minta baik    maaf curhat semoga sender bsa belajar otodidak dri temen  di base ini dan youtube dll  untuk sempro rencana judul udh ada sih tpi ttp ada takutnya juga   postink ini kesemoatan sender untuk lbihdewasa  ,0
 sender sedih dan takut krna gk bsa ikutan matkul seminar peminatan pdhl sem depan udh sempro temen  sender di matkul itu udh belajar kayak gladi resik sempro persiapan penelitian dll tpi sender terjebak di stupen dan masalahnya di stupen juga kalang kabut   mana  cont ,0
 di sini ada yang jurusan ngambil mk oseanografi  boleh liat referensi buku belajar kalian gak  terutama yang mencakup materi pemodelan oseanografi dan persamaan hidrodinamika   dimensi  materi dari dosenku agak sulit dipahami soalnya  help please  thank you ,1
 pls pls pls semoga proposal aku diacc dospem dua hari ini plsss semoga bisa dapet tanda tangannya juga hari ini plssss aarrgghhh,1
 guys  kira kira sebelum sempro apakah harus mengingatkan dosen pembimbing dan penguji ya tentang jadwal kita  dan kalau iya  enaknya h berapa mengingatkannya  thanks before,0
 guys mau nanya dong  kalau anak angkatan      tapi sekarang belum lulus itu berarti udah semester berapa ya  temen sender angkatan    tapi segan mau nanya langsung    ,0
 ada yang punya tips untuk cv mahasiswa aktif untuk daftar volunteer  atau ada yang punya contohnya  terimakasii,1
nyari info penerbitan jurnal dimana yaa  ada yang tau ngga  ,0
 buat kalian yang udah pernah keluar negeri  biaya naik pesawat dari malaysia ke jakarta tuh berapa  sih ,1
 guys buat daftar magang biar lolos pake cv apa ya  ats kah  makasih    ,0
 plus minus ikut bertani untuk negri apa  pengen daftar masi ragu ragu,1
 ada yg jadi mahasiswa beliau kaah   aku sekeluarga sukaaaa bgt dengerin penjelasan beliau  jd kepo beliau ini gmn ya kalo jadi dosen   siapa tau bisa berkesempatan jd mahasiswa beliau saat ngelanjutin pendidikan hehe  ,0
lampu di keyboard laptop itu bisa dibenerin ga  dulu kalo aku set warna ungu jadi warna ungu  sekarang cuma jd warna merah walaupun udah diset ungu  soalnya buat nugas di tempat yg kurang terang   ,1
 aku pikir dulu aku ga akan fomo  ternyata begitu buka ig isinya pada kerja skripsi kompre  nyaliku menciut   ,1
 gais abis ngirim draft proposal ke dospem tp udah satu jam di read doang  jadi deg an sendiri deh t   t apa gegara ngechatt nya pas perkenalan kurang lengkap yaaa  ak cuma nyebutin nama doang awalny huhu,0
kaka  aku uas nya ada disuruh praktek bikin dafpus manual  itu apa ada style dafpus yg umum   bukan kyk apa  chicago dll   kalau gak ada  mending pake style apa ya  soalny dosen ku egk mau jawab  dan sebelumnya juga dia gk ada nentuin harus style apa  ,1
 helppp bikin begitu caranya gimana gaes biar nomernya mengikuti jumlah halaman  aku nyari digoogle bingung ngetiknya apa     terima kasih sebelumnya     ,0
ada yang tau info penerbitan artikel biasanya nyari dimana yaa  ,0
 udah bener lagi dong guyss  menguras kantong banget emang     ,0
 halo temen temen  mau minta bantuan buat isi kuestioner tentang outsourcing dong  linknya nanti aku shere di reply   makasih   ,2
 guys aku ada tugas bikin buku paket  biar pas dijilid gak rusak marginnya berapa ya ,0
 halooooo mau minta saran kaliaann  kalo minta ngeburu  dosbing buat segera ngoreksi draf kita bolehh gasihh  soalnya ini keadannya mau ngejar sidangg dan dosbingnya diluar kotaa aaaa otokkeee gamau byar ukt lagiii      ,1
 hadeh pusing bgt ama turnitin thing    ,1
 lumayan  mengerjakan skripsi   jam hari ini buat transkip wawancara doang  ,0
 tolong dong warga colleee jawabannya  buat yang pahamm  makasih  ,1
 skripsi udah mau beres  tapi pas dibaca ulang  ini gue nulis apaan sih         ,0
 yang termasuk aktiva tetap yang mana aja ya   terus bedainnya gimana ya   ,1
 haloo  aku bingung bgt  kan aku belum bimbingan sama sekali  nah aku pengen jadiin proposalku dulu baru bimbingan  enaknya aku cek turnitin langsung apa nunggu selesai bimbingan semuanya ya  terimakaciii,0
 ada yang bersedia bantu isi kuisioner buat penelitian tugas uas sender gk    kriteria responden     mahasiswa yang kampusnya di jakarta    gen z  nanti sender dm ya  terima kasih orang baik    ,2
 menurut kalian penting ga sii jarkom infoin ada atau ngga nya kelas tuh  gw as a anak pertukaran yang di kampus tujuannya ga menerapkan jarkom tsb sangat susah sekali krn smpe  harus chat dosen langsung krn digrup ga dibales juga ma koornya,0
 mau nanya kalo kasih hadiah produk lipgl ss buat wisuda yay or nay   btw sender cewe dan sama temen sender ini gk akrab banget  tapi beberapa kali pernah main bareng  mohon pencerahannya  tia,0
 maaf ya  tolong jangan salty  aku butuh saran kalian untuk bisa survive sebagai mhsw gundar  tia  note  aku ga terlibat kasus tersebut   ,1
 kalau laptop udah i  terus ada nvidia itu udah bagus dan awet ga ya  coba dong drop merk laptop kalian sama harganya ,0
 halo kakak kakak psikologi ada yang bisa aku tanya tanya tentang psikologi perkembangan nggak ya ,2
uas sender kurang   lg yeyy  smangattt menuju liburan xobat colle   ,1
belakangan ini laptopku jadi lelet bgt trus aku taunya cuma bersihin pake ccleaner sama windows   r delete temp  kalian ada tips lain ga biar laptopnya ga lelet  khusus c drive aku udah pake ssd tapi drive lain pake hdd  ram   gb   ,1
 guys ada yang bisa akses repository universitas bakrie  boleh nitip download gak ya   butuh bangett buat tugas ku  makasih semuanyaa,2
 disini ada yang sedang berpacaran  aku lagi butuh responden buat kuesionerku nih  syaratnya usia       tahun dan sedang berpacaran  tolong reply ya nanti aku dm buat linknya   tia ,2
 halo  selamat pagi menjelang siang warga colle  boleh tolong sender buat like n komen tugas sender ga ya di yt  penilaiannya dari situ soalnya huhu  link nya ada di rep yaa  terimakasih semua    ,2
halo  saya lagi butuh partisipan testing protoype aplikasi buat laporan akhir magang dari kewajiban pkl  syaratnya pernah naik bus rosalia indah baik itu melalui agen atau aplikasi website  terima kasih sebelumnya   ,1
 boleh tau aplikasi quillbot itu yg kyk giman  tia  ,0
 hai guys aku ada voucher disc kursus ielts     udh daper sertif dan full akses seumur hidup  yg minat rep aja yaa nanti sender dm yaa  ,1
 kakak  mapro psikologi apa ada yang tau  semisal kita ambil s  dulu baru profesi terpisah  kaya beda univ gitu apa bisa  apa harus sekalian ambil s  dan profesi ,0
 dafrar magang unpaid yay nay guys  tujuan asli aku cuma buat menuh menuhin cv sih  pengalaman nomer    tp aku takutnya overworked gitu     ,1
di sini ada yang kuliah di universitas daerah jakarta  mau bantuin aku isi kuesioner ga  tinggal   responden lagi  rep aja ya nanti aku dm  tia  ,2
 gais ada yg tau ga ya ini nama penyakit muncul garis  di lcd mac apa namanya  terus kira  klo begini apa harus ganti total lcdnya  abis brp ya   ,0
 halo temen temen  mau minta bantuan buat isi kuestioner tentang outsourcing dong  linknya nanti aku shere di reply   makasih ,2
 kalau ganti judul tanpa ada kendala itu gimana boleh tidak  terus ke dospem berarti langsung nyerahin yang baru dengan judul yang baru ,0
 guys  kalo mau parafrasa tuh apa sih nyarinya di google ,0
 guys ada yg dom jakarta  boleh minta tolong isi kuisioner aku ga yaaa     rep ajaa nanti aku dm,2
 yukkk guys bantu isi dong   ,2
 untuk penelitian terdahulu yang ada di bab     apakah hasil penelitian dari artikelnya berpengaruh positif semua jika hipotesis kita berpengaruh  atau ada yang negatif  thankyou sebelumnya kakk,1
 kalo judul skripsi ini  teori yg dipake menurut kalian apa  soalnya di bab   gaada teori  cuma make landasan surat itu  amp  bahas analisis laporan keuangan  makasih  ,0
 maaf banget inimah  maksudnya tuh gimana ya  sender gak ngerti soalnya  mana temen kelompok pada gak guna smua  template nya cmn kotak an aja   tia  ,0
 love hate relationship sama ptn  seneng masuknya tapi pas di semester     mulai mual sama sistem skpm  konversi mbkm  dan kkn yg aku gak ngerti kenapa ribet banget dan gak selaras   ,1
 guys ini kan pndftrannya    des    jan  aku mau tnya yg prnah daftar msib waktu yg baik buat daftar tuh pas awal bgt buka pertengahan atau akhir aja  makasi      ,0
 hai kak nanya lagi  cattan kaki itu fontnya tetep times new roman ya ,1
 guis aku kan ada data wawancara lewat chat gt  nah ternyata ada jawaban  panjang  yg plagiarismenya tinggi  itu jawabannya cm aku masukin di bagian lampiran  kira  perlu diparafrase ga ya ,1
 adakah solusinya  gw sadar pastinya di kuliah butuh support system tp dengan kondisi gw  rasanya jd terhalang buat nyari support system   ,1
 kampus kalian udh libur blm ,0
 rekomendasi laptop harga  jtan dong guyss lagi butuh banget huhu,0
 kakak kakak yang pernah lolos magang mbkm  boleh liat cvnya untuk contoh ga  makasih sebelumnya   ,0
 guys ada yang tau aplikasi cari kosan selain app ini   help meee  ,0
 ada yg pernah ambil studi kasus ke ukm batik untuk keperluan tugas atau skripsi   itu izin awalnya buat penelitian disitu gimana yaa ,0
 bab   yang bener gimana si ya allah  kok gw revisian di kajian teori mulu     ,0
 kalau disuruh cari wacana  kita carinya article atau journal atau apa ya ,1
 ada yang bisa bantu aku download file di repository upn veteran gak  terima kasih sebelumnya    ,2
 mending join program bangkit msib gais  sender pengen    nya tapi takut gabisa bagi waktu    ,0
 barter like  amp  comment yuk guys  rep ya  ,2
 emg anak bidikmisi itu harus dapet perlakuan ga enak kah dari dosen  sedih banget   ,0
 masih sedikit bingung sama bikin jurnal skripsi  ada tips saran do amp don t ga  itu kan  ringkasan  skripsi kita  jadi apakah cukup parafrase doang  makasih banyak ya  ,0
spill pengalaman gak mengenakan di perpus      ada yang bawa makan jadi baunya nyebar ganggu banget   ,1
 ini kenapa yaa  bakal nyebar ga  kalo di service abis berapa  plis aku takut      ,0
 skripsi tanpa revisi itu hanya untuk skill dewa betul apa betul  edisi sender abis konsul dapet revisian lagi   oke mari bersemangat biar cepet pick up data,1
 alhamdulillah guys finally akhirnya hisa publish sinta      ini dengan sender yang sama     ,1
 kalian bab iv hasil penelitian dan pembahasan kualitatif berapa lembar ,1
 aaaaa akhirnya selesai juga bab    bismillah next bab   bisa selesai lagi aamiin aamiin,1
 jadi selama bikin skripsi gua ngulik dari skripsi dan buku panduan  untuk pengujian pake kuesioner harus ada uji validitas realibilitas ya   kok senior gua pada gak pake ya  gua pake metode sempls,0
guys aku kan cari teknik sampel online dan offline terus nemunya ini  maksudnya gimana ya guys  soalnya kalo diterjemahin aku gangerti susunan kata katanya  ada yg tau gak teknik penentuan sampel online dan offline gmn  atau ada yg bisa nerjemahin ini mungkin  thx u   ,0
 temen  mau tanya dong  kan aku uji spss pake kolmogorov smirnov     sampel hasilnya gk normal  trus aku coba transform pake ln  jadi normal tapi n nya jadi    doang  itu data yg lain harus dihapus atau gimana ya ,0
 gais help bgt ini dmn ya biar tulisannya otomatis dibawah  gambaran  cara ngaturnya gmn  ,0
harus milih apa  sender mau ikut sama keluarga  tp sender juga gamau ketinggalan kelompok  kalo kalian jadi sender kalian bakal milih apa ,0
sender lagi bingung  besok sender ada acara keluarga udh dikasih tau   hari yg lalu  pagi ini temen sender blng besok ke kampus ada kerkel  tp kerkel yang nentuin konsep dkk  belum masuk fase ngerjain  amp  bisa dilanjut hr jumat sabtu     terus sekarang sender bingung banget  cont ,0
 gais ada yg prng magang di k mp s  itu paid ga si ,0
 di kampus kalian legalisir ijazah transkrip bayar ga ,1
 yang anak hukum  matkul tersusah di semester   menurut kalian matkul apa  ,0
 ada yang dari politeknik perkapalan negeri surabaya  mau minta tolong download in jurnal dong  makasiii,1
 di smt ini di kelas ku uas nya banyak yg disuruh buat paper totalnya ada   dan dl nya mepet  akan aku lalui semua jenis ujian walaupun lelah          ,0
 laptopku acer aspire layarnya ada garis vertikal   garis warna hijau itu kenapa yaa  takut banget soalnya lagi ngerjain skripsi gapunya laptop lagi  barangkali temen  disini ada yg punya pengalaman laptop kaya gini harus diapain huhu,0
kalian cek plagiasi dimanaa  yg testi nya kalian sendiri   ,1
 kalian ada matkul pencegahan dan penanganan kekerasan seksual tidak  di kampusku baru ada  seneng udah ada matkulnya  ,1
 cara supaya doc dri word      ga rusak pas di buka di word      gimana ya ,0
dimarahin   gajadi pulkam sepertinya ini  ,1
 gais sender bingung banget akhir taun niatnya mau pulang malah ketemu dari nomor abal abal bank gitu ini gimana ya sender ga berani bilang ortu  orangnya minta no  seri belakang kartu nah sender gamau tapi sender udh terlanjur pinjem spinjam mana   jt sesuai yang  cont ,1
 spill masakan yang sering atau pernah kalian masak selama jadi anak kos dong  sender lagi butuh ide makan  ,0
 mau nanya kakak kakak  biasanya dapat info magang darimana ya selain dari ig ,0
 jadi aku besok mau konsultasi pertama kali sama dospemku  niatnya mau tanya ada revisi gak mengenai judul skripsi aku  nah  kira kira yg harus ditanyain apalagi ya ,0
 hai teman teman  boleh bantu isi kuesioner penelitianku  kriterianya      perempuan    berusia    hingga    tahun    pengguna instagram  untuk link nanti aku share di reply  terima kasih   ,2
 mau nanya  buat daftar pustaka boleh sumbernya dr skripsi orang ga ,0
 ada yang tau cara rumus menentukan koefisien korelasi   variabel ,1
