tweet,label
[CM] Sempro itu bisa ga sih tanpa dosen pembimbing? Aku kecewa bngt udh berangkat tp gajadi sempro grgr dosbingku halangan ðŸ˜­,0
[cm] aku kemarin baru submit artikel di jurnal. Secara otomatis ada email pernyataan naskah dari tim editor (akun pake ac dot id). Lalu 3 jam kemudian ada email dari akun yg berbeda (akun pake namajurnal @ gmail dot com). Isinya kalau artikelku diterima trs disuruh bayar (cont),0
[cm] gaiss latihan sempro h-1 bisa gak ya? sebel bgt semua yang diplanning sender hancur gegara uas matkul lain ganti jadwal deket deket sempro jadi susah buat belajar ðŸ˜­,0
[cm] kalian nyelesain bab 1 berapa lama? kok aku ngerasa berat bgt yaðŸ¥²,0
[cm] quillbot versi indo apa ya gengs pusing banget nihðŸ¥²,0
"[cm] kalian ada nggak yg sering bgt dapet tugas kelompok? walau tugasnya ringan tp tetep kelompokan, uts/uas jg kelompokan. kyk gitu knp sih? mana anggotanya ilang-ilangan.. cape. mending tugas individu aja napa..",0
[cm] Google meet sekarang memang beneran dibatesin 1 jam yaa? Susah nih buat bimbingan online kalo gini ðŸ˜­ðŸ˜­,0
[cm] kenapa ya kalo mood jelek suka pengen skip kelas...,0
"[Cm] ms word aku terkunci gess, gimana ini cara baikinnyaa. Mau nugas huhuu  https://t.co/Jb1ZJpEuH2",0
[cm] dadakan tadi jam setengah 11 dikasih tau besok sidang dan lu blm siap itu rasanya mantep bgtðŸ¥²ðŸ«¶ðŸ»,0
"[cm] Sender lagi program exchange, jujur di kampus sini udah nyaman banget, jauh lebih nyaman dan lebih berkesan dihati dibanding kampus asal. Dan kayak semakin mendekat dengan hari - hari program ini berakhir. Jujur sender galau dan jadi mulai sering nangisin kayak lagi (cont)",0
"[cm] udah dipermaluin di grup, dikata - katain..  https://t.co/t3b2rPuaCW",0
"[cm] aku masih awam ttg check2 plagiarism, aku mau nanya, cek di web2 gratis itu bahaya ya? Auto repository kah? Aku tadi udah trlanjur karena gatau trs gmna ya takut :(",0
"[cm] aku maju sidang TA tanpa bimbingan. dosbingku suruh aku daftar dlu, bimbingan belakangan krn memang udh ga keburu waktunya mepet bgt, prinsip beliau yg penting maju dlu. bsk sidang dan ga keburu bimbingan. aku baru sadar pembahasan X2 ku salah. cuma bisa pasrahðŸ™ƒ",0
"[cm] lagi ga enak badan dan flu tapi harus ngerjain uas, karena motivasi ku biar bisa cepet pulkam wkwk :')  https://t.co/FEStXLS039",0
"[cm] salah satu yg aku gak suka dari tugas kelompok pasti ada aja kamu nemu orang yg kalo ngerjain tugas cuma copas terus parafrase online, keliatan dari kalimatnya yg jadi gak jelas dan berteleÂ². kek ya Allah parafrase tuh ya 1-2 kalimat ajaa, bukan satu halaman kau (cont)  https://t.co/ikNoY1vKVs",0
Guys hari ini gue osce doain lancarr semuanya dan ga remeddðŸ˜­ udh mau nangis bgtt [cm],0
"[Cm] cape banget. Tugas kelompok, sekelompok sama temen2 deket sendiri. Tapi yang begadang sender sendiri. Udah sering kek gini huhu. Mau misuh2, tapi ngga enak:"")",0
"[cm] gw mikir mak gw kangen gw ga ya?? Kok ga pernah nelpon klo ga ditelpon, tiap gw nelpon selalu di kasih ke bokap padahal klo dirumah gw dirawat banget hufftt abis hectic dikuliah pen nelpon ortu malah takut, takutnya gw ngeganggu soalnya tiap ditelpon selalu sibuk",0
darah ku naik karena sakit banget ni kepala,0
"banyak juga, terus ga lama beres bimbingan &amp; belom sampe rumah dikabarin sama Ade paling gede gitu :)  Aku baru balik banget jemput Ade, dan maaf kalo nyampah di base ini karena aku bingung mau cerita ke siapa karena ga ada yg bisa di percaya juga, dan skrg rasanya tekanan (cont)",0
"[cm] jadi mahasiswa akhir itu beneran cape psikis ya, dari pagi sampe sore aku di perpustakaan kota benerin jurnal magang terus rada maleman ke kampus buat bimbingan sama dospem yg mana bikin gelisah juga akan beres magang dengan laporan &amp; kudu siap2 biaya skripsi yg Mayan (cont)  https://t.co/4udFy4eoMN",0
[cm] ketika uas boleh bawa catetan max 1 halaman A4 be like ðŸ˜‚ sampe bawa kaca pembesar weh ðŸ¥²  https://t.co/uohKKaeMh7,0
"[cm] gamasuk ke dalam circle manapun, gaenak ya ternyata",0
[cm] Sebenernya siapa si yang nyiptain skripsi? Sender pengen tidur terus tiba-tiba besok lulus terus wisuda gitu bisa gak siðŸ˜­ðŸ˜­ AAAAAAAAAKHHHHHHH  https://t.co/UlKxl8rMBn,0
[cm] coba spill kelakuan tetangga kosan lu yang ngeselin itu fren,0
"[cm] malam ini sender nugas ditemenin tetangga kosan karaokean lagu apaan gatau. Trus sender jadi mikir ""oh jadi ini yang dirasakan tetanggaku kalau malem malem aku karaokean gajelas"" jadi malu ðŸ˜­ðŸ˜­",0
"[cm] sedih banget jam segini masih kebangun karena insomnia, bukan karena nugas ): lately sender lagi banyak pikiran banget sebagai mhs menuju tingkat akhir yg lagi nyari tempat pkl, mikir topik TA, dsb. Mana Pkl udh harus mulai januari tp sampe sekarang blm dapet tempat )):",0
[cm] good luck-in dan do'a in sender dong besok dua matkul UAS lisanðŸ˜­ takut ðŸ˜­ walaupun udah nguasain materinya tetep aja takut gugup kalo disuruh ngomong gituðŸ˜­,0
"[cm] YA ALLAH ASTAGFIRULLAH, SKRIPSIAN CAPEEEK BGTT. BOLAK BALIK BACA BUKU, COBA NGETIK PAS BACA ULANG KAGA NGERTI APAAA YG DI KETIK. NANGIS BGT CAPEK SUMPAH ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­",0
[cm] sender tertekan tgl 23 masih harus ke kampus belajar adakah yg seperti sender tolong hibur diriku yg lucu2 plis ðŸ¥²ðŸ¥²ðŸ¥²,0
"[cm] kenapa kelompok yang diacak selalu bikin nangis ya.. capek banget minta kontribusinya aja kayak ngemis-ngemis.. kalo aku bisa ngerjain sendiri sih aku kerjain, masalahnya ini tugas akhirnya berat. tips ngadepin free rider gini dong, asli capek banget :D",0
"banget. Sender bingung sama perasaan ini, padahal mereka gak salah apa apa",0
"[Cm] kalian pernah gak merasa capek sama circle kalian? Sender lagi ngerasain hal yang sama, bahkan sender berusaha menghindari mereka sekarang. Harus gimana ya, rasanya lihat mereka langsung capek bgt, apalagi kalau diajakin ngobrol rasnaya kek mau teriak karena capek (cont)",0
[cm] dari pagi-sore part timean malemnya langsung ngejar deadline laporan praktikum buat sidanggg aaaaa secape ini yaaa semester akhir + kerja? kek gada istirahatnya bgt dan kurang tidur mau disemangatin bole gaagg? :((  https://t.co/Ey81TGy3LM,0
"normal? Padahal mereka ga melakukan hal yg buruk ke aku, aku bingung. Aku juga ga suka sm kehadiran perasaan ini",0
"a break dan give a space for my self. Tapi di satu sisi aku ga pengen mereka salah paham, tapi gimana ya sekarang aku bener bener lihat wajah mereka aja rasanya takut dan capek, belum lagi kalau mereka ngajakin ngobrol dan harus kurespon, rasanya capek banget. Apakah (cont)",0
"[CM] butuh masukan, aku mulai merasa capek dengan peer group kuliahku. Dulu kalau ketemu mereka rasanya seneng banget dan bisa recharge my energy. Tapi sekarang malah jadi merasa abis energyku. Nah karena kami satu kelas jadi sering banget ketemu, sekarang aku pengen take (cont)",0
"[cm] lemes banget gesss. Sender ada project tugas pengganti UAS, jadi setiap org dah dikasi judul sama dosennya. Bisa ganti judul kannn, nah sender juga ganti judul tapi kata dosennya gaboleh sama kyk yg lain. Sender udah nyusun hampir beres gesss eh pas liat komentar di (cont)",0
"cuma mau saran, mungkin buat mahasiswa yang ngerasa belum bisa ngatur waktunya dgn baik tolong jadi anak ormawanya cukup sampai sebelum smt 5. soalnya yang ribet bukan kalian doang, kita yang sekelompok tugas sama kalian juga terbebani. aku juga pernah kok jd anak ormawa, (cont)  https://t.co/n8fH5iAKKF",0
"[cm] gapapa kan kalo istirahat buat skripsi. rasanya mau leha leha dulu, sebelum jiwa dan raga ini dibanting lagi  https://t.co/nKc2PmkpT2",0
"[cm] selain nunjukin biar kita ga plagiat, sitasi bisa meminimilasir persentase turnitin ga?  Soalnya kadang kita udah parafrase sedimikian rupa, ngasih sitasi juga, tapi hasil turnitin tetep tinggi. CapekkkðŸ˜­",0
[cm] kenapa menjelang uas jadi takut gini ya..,0
"[cm] mau cerita, setelah sekian lama denial, akhirnya sadar juga kalo lingkungan organisasiku toxic sekali  https://t.co/meI7hwwf3k",0
kalian ada yg cv-nya biasa aja atau ga punya banyak pengalaman tp lulus magang mbkm gaa? aku pengen nyoba daftar tp pesimis bgt [cm],0
"[cm] hopeless liat jurusan pendidikan ternyata dipandang sebelah mata, jadi bingung mau lanjut atau engga",0
ngerjain bagian diaðŸ˜ž cape bgt [Cm],0
"Mau nangis bgt, udh smst 5 tp tmn sekelompok w ngerjain tugas msh nyalin dari yg gua kerjain, trs kalo gt dia ngerjain apan, bener""di COPAS isinya, pdhl beda bab dan udh w jelasin juga maksut dari poinnya apa yg di cari. Msh gk paham, udh smpe eneg akhirnya gua jg yang (cont)",0
[cm] ketika deadline menghantui dan laptopmu tidak bisa diajak bekerjasama :)  https://t.co/wSbsVTr64x,0
"[cm] izin tanya, apl yg bisa bantu ngeringkas buku tu apa yah? Dulu pernah lewat di tl tapi kok aku cari gaada huhuhu",0
bisa ngga sih besok pagi ada pengumuman â€œskripsi dihapuskanâ€????? ðŸ˜­ CAPE BANGET MASIH BAB 2 TAPI BIKIN NANGIS TIAP MALAM [CM],0
capek bgt rasanya ga mau bangun dari tidur dan takut menghadapi hari gegara dapet dospem yg gini amat yaampun. Minta doanya semoga di minggu ini proposal aku diacc dospem 2 ðŸ˜­ [cm],0
world ðŸ¤ðŸ¤   Sedih banget base kampusku isinya orang2 mau bund1r :(,0
coy sumpah pengen buruan udahan aja ni smstr. udh muak bgt asli pls mo nangis sampe ketiduran aj sumpaHahhHah [cm] ðŸ˜‡ðŸ™ðŸ™â˜ï¸â˜ï¸â˜ï¸â˜ï¸  https://t.co/fsTWAJZMVk,0
"[cm] Kemarin aku curhat ke dia kalo aku lagi kangen bundaku, skrg dia juga curhat kalo lagi kangen mamanya. Sama-sama pengen ketemu ibu, tapi ga bisa karna udah beda dunia:)  Disemester akhir ini, mmg butuh bgt temen buat dengerin keluh kesah. Kadang hal ini bisa bikin downðŸ˜”  https://t.co/kLg4y6yRW4",0
"[cm] alhamdulillah aku abis sidang hari ini, beneran dipermudah bgt sama Allah. Tapi sedih karena orang rumah kayak gak ada yang bangga sama akuâ˜ºï¸",0
"[cm] guys ada ga siih caranya biar jurnal yg udh kita download tuh otomatis lgsg masuk ke mendeley, sender cape harus manual masukkin satu2 jadi lama ðŸ˜­",0
"[cm] guys gimana ya cara ngasih tau tetangga kosan yang berisik banget sama temen-temennya, soalnya aku ngga enakanðŸ˜­ tapi aku mau tidur keganggu mereka, jam segini masih berisik bangetðŸ˜­",0
"[cm] niat mau istirahat dr skripsi tp malah disuruh ngerjain tugas ade, apalagi udh mau natal ada aja disuruh buat buat terusâ˜¹ï¸ bukannya ga ikhlas tp aku pengen day offðŸ¥ºðŸ’”",0
ya? Plishelp,0
"[cm] i'm strezz uas, pls send me ur meme ðŸ˜“  https://t.co/JMk5sVOibI",0
"[cm] halo kakak-kakak, sender maba. i have a huge interest in my current major. tapi sender rasanya gak kuat wkwkwk. ik every major has it own difficulty, so i assume the problem is in myself. sedih bgt gabisa menyerap materi dengan baik :') gabisa ngerti, and i can't (cont)",0
"[CM] Bisa bikin II.2 Tapi gak bis bikin II.2.1 ðŸ˜­  Mau nangis aja, nanya temen juga gak pada bisa. Ada yang tau caranya? Mau buat besok banget :( Makasih",0
[cm] ada yang bisa bantu cari data produksi seladadi bps ga ya? aku cari di jurnal ada tapi di bpsnya gaada :(((,0
"[cm] PUSING BANGET METODOLOGI PENELITIAN YAALLLAHHHH GA NGERTI STATISTIKNYAAAA HUHUUUU. aku semester 5, kalo misal (amit2) dpt niIai jelek gpp kan? ngulang lagi bisa kan? boleh kan? HUHU YAALLAH OVERTHINKINGðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­",0
[Cm] ternyata begini rasanya semester akhir...,0
"[cm] mau curhat, sender kan ikut organisasi, posisi sender wakil divisi nah disini ada 3 anggota yg dia gamau ngerjain proker, ga muncul di grup, di chat jg ga dibales, bahkan keluar dari grup. pengen bgt sender tegur gitu, tapi sm ketua divisi ga dibolehin malah disuruh (cont)",0
Guys minta sarannya dong huhuhhu thank you [cm]  https://t.co/hC9WuSEs0x,0
"[cm] sender lagi kehilangan semangat kuliahðŸ˜­, udah banyak tugas yg deadlinenya makin deket tapi tetep aja males2an dan loyo  Sender butuh motivasi, tolong kawan2ðŸ™ðŸ˜­",0
[cm] menjalani hidup dengan keluarga yg g harmonis berat banget friends.. apalagi saat ngerjain skripsi gini.. kalian yang ortu lengkap banyak banyak bersyukur ya ðŸ¥² sender iri banget ðŸ™,0
"pernah cerita uangnya krg, malah dibilang anak gatau terimakasih ðŸ¥ºðŸ˜­",0
"[cm] saku 200k/9 hari buat makan, bensin, jajan, urunan, dll buat rantau kuliah di semarang menurut kalian kesedikitan gak sih? ðŸ˜­ bukan maksud ga bersyukur ya, tp suka sedih aja gitu:( ortuku mampu kok, cmn ya gitu, gapernah nanyain aku makan dgn baik apa engga. Aku (cont)",0
"[cm] ohhh gini rasanya circle dalam circle didunia perkuliahan yaa ? ðŸ¤£ðŸ¤£ðŸ¤£ kurang bagus actingnya kawan, kaku banget.  coba ceritain pengalaman circle dalam circle yang kepergok sama kalian dong!!! hiburan malam ini ðŸ˜†ðŸ˜†ðŸ˜†â˜ºï¸",0
"[cm] GAES ADA YG PERNAH NGALAMIN KAYA AKU GA? TD PAS MATIIN LAPTOP KAYA BIASA AJA, GAADA TULISAN APA APA. TPI PAS DINYALAIN LG ADA TULISAN KAYA GAGAL LOGIN GITU, PAS KEBUKA GAADA ISINYA SAMSEKðŸ˜­ DATA (D) JUGA KOSONG HUEEE  https://t.co/Eje6GQLGkq",0
"pendahuluan aja :""   Kenapa sih harus aku yg mulai dan aku yg beresin. Cape bangetðŸ˜­ [cm]",0
"Curhat Aku ada tugas buat proposal deadline besok. Tapi belom ku beresin karna dari awal praktek(sblm buat proposalnya) aku terus yang kerja. Cape waktu, pikiran, tenaga. Nah skrg niatnya rehat tp temen kelompok gaada yang beresin proposalnya. Cuma ada yang baru buat (cont)",0
maaf yaa tp lg sedih bgttðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,0
"[cm] hehee sediihh bgt bacain org yg generalisir mhs kampus sender yg skrg imagenya lg jelek, katanya mhs nya b0doh2 trs pada ngetawain di kolom rep:')) yg gaikutan nyerang pelaku juga kena dampaknya apalagi sbntr lagi sender lulus &amp; takut ngaruh pas nyari kerja haha (cont)",0
"[cm] kadang gw mikir mak gw kangen gw ga ya?? Kok ga pernah nelpon klo ga ditelpon, tiap gw nelpon selalu di kasih ke bokap padahal klo dirumah gw ngerawat gw banget hufftt abis hectic dikuliah pen nelpon ortu malah takut, gakutnya gw ngeganggu",0
"cara nolak orang yg mau nyontek essay gimana, ya? dia mintanya sopan bgt, tp aku jg gamau ngasih jawaban gitu aja. soalnya ini essay refleksi, yg mana jawaban tiap orang pasti beda-beda :( apa aku harus contekin, ya? [cm]",0
salah pokoknya,0
"[Cm] capek banget ya rasanya sekelompok sama temen yg gak deket2 banget, udah tugasnya gak mau dibagi, giliran udah inisiatif ngerjain yg msh kosong, tp ternyata gak sesuai kemauan mereka, mana aku jg awalnya disuruh buat logo, tp ttp aja diganti sama mereka ðŸ˜­ðŸ˜­ðŸ˜­ serba (cont)  https://t.co/JeZ8vsTwjk",0
"[cm] gais maaf ya no salty, aku kan anaknya ga bisa diem di rumah gitu ya. Dari masa sekolah sampe kuliah banyak kegiatan, sampe waktu di rumah tuh bener2 cuma di atas jam 9 malem. Nah skrg aku 2 hari ga ada kegiatan, malah jadi pusing :). Kalian gitu juga ga si yang suka (cont)",0
"[Cm] aku harus gmn lagi ya:"")  https://t.co/WerSQt1Kpz",0
"[Cm] gue lg dighosting anak its, dia sedang bersama tugasnya ðŸ˜¬",0
[cm] haloo siapapun ada yang tau gimana cara ganti password windows? help... aku lupaaa password ðŸ˜­  https://t.co/JHOcpkVQYP,0
"[cm] Cara halus ngingetin tetangga kos yg berisik gmna guys, mereka satu circle, bingung mulainya gmna, alias udh pusing bgt ngerjain skripsi, ditambah pusing gegara brisik diluar. Tia",0
"[cm] kakak-kakak dan temen-temen aku mau nanya dong. Kalo misalnya uji asumsi klasik lolos semua tapi pas uji regresi linear semua var-nya gak signifikan itu gimana ya? gapapa kah? atau aku harus gimana? mohon bantuannya ya kak, soalnya udah pusing bangetðŸ˜­. Makasiiih",0
"[cm] oh gini rasanya dapet dosbing lintas prodi, dari psikologi dpt dosbingnya komunikasi. mau nangis ajalaaðŸ¥²ðŸ¥²ðŸ¥²",0
stresnya kawanku semua,0
"[cm] halo warga colle, minta doanya semoga skripsiku di acc dosbing supaya bisa daftar sidang bulan ini secepatnya, karena pendaftaran sidang ditutup seminggu lagi. aku udah hopeless bgtðŸ¥² semoga teman2 yang sedang skripsian juga dilancarkan segala urusannya ya mangat (cont)  https://t.co/IaphADN6yY",0
bimbingan. Wktu selesai sempro aku ngerasa kosong kayk bahagia ya bahagia tp sedih jg karena sepi banget haha. Dah mau curhat ajðŸ™‚,0
"[cm] tips and share buat magang paid/non paid, intern, atau apa deh buat menunjang keaktifan mahasiswa tanpa pengalaman dong. mau ada kegiatan selain ikut UKM â˜¹ï¸ ikut organisasi di kampusku harus bawa orang atau gak sistemnya kek ordal, malesin banget. ðŸ˜®â€ðŸ’¨",0
[cm] gais. apa cuma aku yang ngerasa temen di perkuliahan itu ternyata banyak yang fake? ngerasa perlu ngecut off for better life :),0
"[cm] kakak2 temen2 semuaa, helpp knp ya akhir2 ini kyk i dont have a brain gitu, kyk klo dipikir2 kuliahku masuk bentar doang trus kosonggg, gabisa jawab apa2 gaada isinya, harus gmn yaa?? gak kayak dulu gt punya value lah ibaratnya ada yg bisa dipegangg, skg tuh kosongg (cont)",0
"[cm] sender ada ambil matkul smt 7 sama smt 1.. hari ini uas nya di undur mingdep trus besok aku ada uas juga.. and now, gue mager banget buat sekedar baca materi ðŸ™‚ðŸ™ðŸ½",0
[cm] sender lagi sedih mikirin natal gak pulang tahun ini. natal pertama jauh dari keluarga karena sender baru UAS tanggal 2 Januari :( rasanya pengen nangis,0
emang salah soalnya gitu aja ga tau wkwkwk tpi tetap aja aku sakit hati dikit dikata2in tpi hmm gpplah  https://t.co/EjmVIzf89Q,0
guyss kalian punya brp tubes?? sender stress ketiban 5 tubes ðŸ˜… [cm],0
"[cm] halo, boleh bertanya tidak? Semester ini aku magang dan apply ke kantor dinas. Nah saking riwehnya aku lupa buat ngubah nama kantor di pengantar huhuhu. Kira-kira masih diterima ga ya? ðŸ˜­ðŸ˜­ðŸ˜­ðŸ™ðŸ¼",0
emang bagus. tp sender udh ga sanggup.,0
"[CM] UDAH NANGIS NANGIS HITUNG DARI AWAL PANJANG BANGET, BULAK BALIK BUKU SAMA LIATIN RUMUS SAMPE MABOK OALAHHHH TERNYATA DISINI CUK YANG SALAH YA ALLAH HUWUWHUWUWAAHAHHAHA HIKSROTTTRRðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ¤ŒðŸ»ðŸ¤ŒðŸ»ðŸ¤ŒðŸ»  https://t.co/cW5jmQPsER",0
"kelas ku, bahkan aku ngerasa sedih kl ngebayangin nanti bakalan pisah sama mereka kl udah lulus ðŸ˜­ berasa SMA part 2. Aku terlalu lebay ga siih?? ðŸ˜­ðŸ˜­ðŸ˜­",0
"[cm] plis aku ada rapat ukm tapi ketiduran, gimana ya cara izinnya. Aseli aku udh pasang alarm ðŸ˜­ðŸ˜­mana rapatnya mulai 2 jam yg lalu, soalnya kmrn aku kurang tidur jadi tadi ngntuk berat. Klo aku bilang ketiduran ngeselin gak si ? ðŸ˜­ðŸ˜­",0
"Guys tadi banget aku habis sidang, dan iya aku 'habis' tadi Sangat di luar persiapan, nangis pecah ternyata bakal se-down itu, sesak banget Memang paling benar harus persiapkan mental [cm]   https://t.co/r3xu00WPcC  https://t.co/B0esm9iG0r",0
[cm] mataku udah kiyep2 tapi masih ada deadline yg harus diselesaikan TP DEMI ALLAH NGANTUK BANGETðŸ˜­  https://t.co/L9UX5nY5aM,0
Siapa yang UAS terakhirnya bikin pengen angkat tangan melambai ke kamera? [CM],0
[cm] nangis karena skripsian hits different  https://t.co/31qNHcRUFd,0
"[cm] mana smt ini aku lagi ppl, nyusun skripsi, dan 2 bln lalu putus ama doi. Stress bgt sumpah  https://t.co/njrrSsvviw",0
"[cm] Finallyy aku di titik ini dhjsjskskkskðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ aku mau dftar sidang..nngisss..... Setelah gnti 5xjudul, 3x penelitian.. ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ 1,5th jadi donatur kampus secara sukarela...  https://t.co/oeApp5B4mf",0
[cm] yang lolos msib angkatan kemarin boleh liat cvnya ngga? Sender bingung bgt:((,0
"[CM] suka heran sm dosen, bilangnya ""klo krg pham gpp tnya saya"" tp pas udh dichat responnya cuek",0
"[Cm] Fyi, aku bikinnya 3D2N. Menurut kalian cape gak sih kalo dari bandara treasure hunt, atau aku harus cari kegiatan lainnya? Tia.  https://t.co/R0LY9MsM9i",0
[cm] tolong sendwr ini deadline ny bntr lagi huaaa  https://t.co/qplVfAIGhd,0
[cm] udah sem 7 mau nangis tiap hari mikir habis lulus mau jadi apa kalo lulusan S.Pd gini padahal emg money oriented karna mau bantu ekonomi keluarga ðŸ˜­ðŸ˜­,0
"[cm] halo warga colle, minta doanya semoga skripsiku di acc dosbing supaya bisa daftar sidang bulan ini secepatnya, karena pendaftaran sidang ditutup seminggu lagi. semoga teman2 yang sedang skripsian juga dilancarkan segala urusannya. jujur aku udah hopeless bgtðŸ˜£  https://t.co/CwIrFabUL9",0
"[Cm] beruntunglah kaliann yg punyaa jimattt, gue gaada dan sering bgt stress sendiriðŸ˜ž   https://t.co/9f8oo9cnBW",0
[cm] kayanya beneran harus ngerjain sambil nangis  https://t.co/V3ioyqlhHN,0
[cm] halo warga colle ada yang mau bantuin like tugas sender di ig ga? penilaiannya berdasarkan like dan deadlinenya nantik malam :(  https://t.co/xIT5UnGksR,0
[cm] gais gimana ya caranya ningkatin mood buat ngerjain tugasss pdhl lagi numpuk banget mood suka tiba tiba ilang hiks,0
"[cm] kalian pernah ga sih ada di posisi ""Ya Allah ini apa cuma aku yang ga ngerti, yang lain keliatan santai dan bisa bisa aja"" pas lagi dikasih tugas di kelas? Sender lagi di posisi ini, rasanya takut salah sendiri pas tugasnya dikoreksi ðŸ˜­ðŸ˜­ðŸ˜­",0
"masalah dikepala kali ya, jadi udah kusut, gatau yang mana yang mau diceritakan",0
"[cm] need help, aku gatau gimana cara mengekspresikan perasaanku sendiri, mau curhat ke temen di kampus kok rasanya susah ya, walaupun udah ada yang bilang, ""kalo ada apa2, kabarin ya."" tapi tetap aja kayak, ""I do not know how to start"" mungkin karena terlalu banyak (cont)",0
"Jadi ada tugas kelompok nih, si A tuh males, cuma pasti bakal ngerjain gitu loh prinsipnya (dia juga udah bikin dikit), nah tapi ternyata bagian dia dikerjain semua sama si B dan si B gak ngingetin si A juga. Terus pas bikin laporan ternyata harus mencantumkan bagian yang (cont)",0
"[Cm] lagi down banget tmn tmn uda pada sempro akunya belom, cara semangat skripsian gimana ya? Sarannya dong",0
[CM] Sender shock yyyy ternyata Prodi Sastra tu tugasnya mumet bgtttttðŸ˜­,0
"[Cm] sender td abis minta tolong ke temen kost, karena sender kekunci di kamar mandi ðŸ˜­ sender gapernah main sama temen kostan kan, gapernah ngasih barang/makanan ke orang juga soalnya jarang minta tolong. Jd sender gatau harus ngasih apa, ada saran ga huhu",0
[cm] mau ceritaa nangis bgt sender uas disuruh bikin buku dalam waktu 2 minggu doang gila stres bgt mau nangis blm lagi tugas lain banyak bgtt emg dosen tuh ga mikir apa ya maksudnya tuh bikin buku kan ga gampang ga kek bikin makalah :(  https://t.co/ca9UKoK7us,0
[cm] GIMANA CARA GAK MAGER BUAT NGERJAIN REVISI SIDANG ?????ðŸ˜­ðŸ˜­ðŸ˜­ ðŸ™,0
[Cm] huhuhuhu guys tolong bantuin sender bingung banget  https://t.co/XCeH1c8bMD,0
"[cm] angkatan 18 yg struggle sm skirpsi kegiatannya ngapain gaes?, jujur capek ditanyain orang-orang kok belom lulus :""))",0
[cm] DAPET KELOMPOK BUAT PROJECT BESAR BER-5 YANG 4 SE-CIRCLE DAN AKU SENDIRIAN SUKA GA DIANGGEP HAHAHA ingin menyublim rasanyaðŸ˜”  https://t.co/O92wSACctI,0
[cm] help pls notis sender plsplsðŸ˜­  https://t.co/Dbvn8ia6Tu,0
[cm] print/jilid hard cover tu brp lama biasanya? trs kl mau minta ttd dosen apakah bisa minta ttd dl baru di jidil bersama covernya? ngasi file ke abang fotkopnya gmn buat covernya? soalnya di pinggirannya tu hrs ada tulisan gt :(,0
"[Cm] aku mau cerita aja, krn kmrn ada kampus yg sempet viral itu, kebetulan aku baru lulus dari kampus itu. Banyak yg gasuka sama kampus itu, temen2ku jg blg gt, sampe ada yg blg lagian nyari ilmu di kampus itu wkwk jujur sakit aku bacanya. Terlepas dari image kampus dan (cont)",0
"[cm] gais sender stress dan hopeless buat skripsi :( bingung gmn caranya nyari responden dosen yg pernah menggunakan ""fasilitas kampus"" ðŸ˜¢ðŸ˜¢ mau nangis dn nyerah",0
"[cm] gak berani cek n1lai, TAKUTTTðŸ˜­  https://t.co/0vLj73GecA",0
"[cm] aku tuh dari dulu ngurus beasiswa/bantuan dana pendidikan pasti ga pernah dapet, sekalinya skrng dapet, malah ada masalah dari pihak kampusnyaðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ doain aku tetep dapet bantuannya ya mentemenn, kasian papaku udh seneng bgt pas tau bisa cairðŸ˜­ðŸ˜­",0
Gmn sih guys cara membuat no halaman beda gitu. Udh nyoba berkali2 ga berhasil. Pusing bgt ðŸ˜­ðŸ˜­ [cm],0
"[cm] tmn"" yg ngekost kasi tau dong merk bantal tidur di kosan kalian yg murah tp empuk. bantal ku sudah tidak mampu menopang kepala batu iniðŸ™",0
"[cm] lagi hopeless soal penelitian ku, rasanya aku gak paham apa-apaa. kaakak-kakak ada yang skripsinya pake penelitian kuantitatif boleh ditanya-tanyain gakðŸ¥º",0
"[cm] Perpustakaan yang harusnya menjadi tempat ternyaman untuk nugas, malah bikin pusing karna segerombolan mahasiswi yg berisik banget. mau negur tapi gaenak :(  kalo mau bergosip atau ngobrol mending kalian keluar aja dongg",0
tau yang gabisa bawa motor ini dianggap beban:'),0
"[cm] emang kalo diboncengin itu beban ya? aku gabisa bawa motor, gapunya bawa motor juga, jadi aku kemana2 bonceng teman... tapi aku tau diri kok, aku bayarin bensin, bayarin makan juga, diboncenginnya pun masi sekitaran kampus karena kalo pulang aku naik angkot. Sedih bgt (cont)",0
[cm] aku harus uas susulan 3 hari gegara sakit ksfbhefb,0
[cm] aku seneng sama circle ku kalau lagi main atau nongki bareng tapi ngga soal nugas soalnya pada males semua.. paling benci kalau udah sekelompok tapi dia beban banget mau tegur tapi ga enak haha,0
"[cm] di kelas aku ada yg gap 2 tahun, tapi bukannya jadi yg paling dewasa dia malah suka lepas tanggung jawab kalo kerja kelompok, malah sering jadi beban kelompok huft",0
